"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 14 00:47:59 GMT 2023","Mon Aug 14 00:48:18 GMT 2023","18984","tests.catalog","test_catalog_page","TestCatalogPage","","","008_positive_cost_plaster_mixtures_smoke",""
"passed","Mon Aug 14 00:45:46 GMT 2023","Mon Aug 14 00:45:49 GMT 2023","2731","tests.catalog","test_catalog_page","TestCatalogPage","","","002_positive_last_link_of_catalog_smoke",""
"passed","Mon Aug 14 00:52:05 GMT 2023","Mon Aug 14 00:52:07 GMT 2023","1272","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Переход с окна авторизации на страницу восстановления пароля",""
"passed","Mon Aug 14 00:40:07 GMT 2023","Mon Aug 14 00:40:07 GMT 2023","174","tests","test_main_page","TestMainPage","","","TC 006 - Проверка функциональности ссылки 'Обратный звонок'",""
"passed","Mon Aug 14 00:51:42 GMT 2023","Mon Aug 14 00:51:44 GMT 2023","2126","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Переход со окна авторизации на главную страницу по клику на логотипе Стройрем",""
"passed","Mon Aug 14 00:38:47 GMT 2023","Mon Aug 14 00:38:57 GMT 2023","10578","tests","test_main_page","TestMainPage","","","TC 004 - Функционал блока 'Советы от профессионалов ремонта'",""
"passed","Mon Aug 14 00:43:53 GMT 2023","Mon Aug 14 00:43:53 GMT 2023","109","tests","test_main_page","TestMainPage","","","TC 015 - Проверка функциональности ссылки 'telephone number'",""
"passed","Mon Aug 14 00:44:03 GMT 2023","Mon Aug 14 00:44:05 GMT 2023","2400","tests","test_main_page","TestMainPage","","","TC 016 - Проверка функциональности ссылки 'Прайс'",""
"passed","Mon Aug 14 00:40:40 GMT 2023","Mon Aug 14 00:40:42 GMT 2023","2380","tests","test_main_page","TestMainPage","","","TC 007 - Проверка функциональности ссылки 'Строительные советы'",""
"passed","Mon Aug 14 00:41:12 GMT 2023","Mon Aug 14 00:41:14 GMT 2023","1442","tests","test_main_page","TestMainPage","","","TC 009 - Проверка функциональности ссылки 'Доставка'",""
"passed","Mon Aug 14 00:46:40 GMT 2023","Mon Aug 14 00:46:40 GMT 2023","254","tests.catalog","test_catalog_page","TestCatalogPage","","","003_positive_pic_stroymateriali_smoke(catalog)",""
"skipped","Mon Aug 14 00:38:28 GMT 2023","Mon Aug 14 00:38:36 GMT 2023","8426","tests","test_main_page","TestMainPage","","","TC 003 - Функционал кнопоки 'Корзина' в шапке главной страницы",""
"passed","Mon Aug 14 00:44:15 GMT 2023","Mon Aug 14 00:44:17 GMT 2023","2380","tests","test_main_page","TestMainPage","","","TC 016 - Проверка функциональности ссылки 'Прайс'",""
"passed","Mon Aug 14 00:38:11 GMT 2023","Mon Aug 14 00:38:18 GMT 2023","6795","tests","test_main_page","TestMainPage","","","TC 003 - Функционал кнопоки 'Корзина' в шапке главной страницы",""
