"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 11 00:36:25 GMT 2023","Fri Aug 11 00:36:31 GMT 2023","5569","tests","test_main_page","TestMainPage","","","TC 003 - Функционал кнопоки 'Корзина' в шапке главной страницы",""
"passed","Fri Aug 11 00:41:32 GMT 2023","Fri Aug 11 00:41:34 GMT 2023","2299","tests.catalog","test_catalog_page","TestCatalogPage","","","002_positive_last_link_of_catalog_smoke",""
"passed","Fri Aug 11 00:45:26 GMT 2023","Fri Aug 11 00:45:26 GMT 2023","219","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Проверка открытия тултипа с кнопками 'Войти' и 'Регистрация' и открытия окна авторизации",""
"skipped","Fri Aug 11 00:40:37 GMT 2023","Fri Aug 11 00:40:38 GMT 2023","1352","tests","test_main_page","TestMainPage","","","TC 017 - Проверка функциональности ссылки 'Отзывы'",""
"passed","Fri Aug 11 00:39:00 GMT 2023","Fri Aug 11 00:39:02 GMT 2023","1737","tests","test_main_page","TestMainPage","","","TC 011 - Проверка функциональности ссылки 'Подъем на этаж'",""
"passed","Fri Aug 11 00:43:15 GMT 2023","Fri Aug 11 00:43:28 GMT 2023","13550","tests.catalog","test_catalog_page","TestCatalogPage","","","008_positive_cost_plaster_mixtures_smoke",""
"passed","Fri Aug 11 00:43:09 GMT 2023","Fri Aug 11 00:43:14 GMT 2023","4603","tests.catalog","test_catalog_page","TestCatalogPage","","","007_positive_catalog_first_link_smoke",""
"skipped","Fri Aug 11 00:46:23 GMT 2023","Fri Aug 11 00:46:23 GMT 2023","16","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Авторизация с помощью формы авторизации",""
"passed","Fri Aug 11 00:41:25 GMT 2023","Fri Aug 11 00:41:25 GMT 2023","198","tests.catalog","test_catalog_page","TestCatalogPage","","","001_positive_button_stroymateriali_smoke(catalog)",""
"passed","Fri Aug 11 00:36:38 GMT 2023","Fri Aug 11 00:36:46 GMT 2023","7453","tests","test_main_page","TestMainPage","","","TC 004 - Функционал блока 'Советы от профессионалов ремонта'",""
"skipped","Fri Aug 11 00:42:27 GMT 2023","Fri Aug 11 00:42:40 GMT 2023","13245","tests.catalog","test_catalog_page","TestCatalogPage","","","004_positive_alfabet_plaster_mixtures_smoke",""
"passed","Fri Aug 11 00:43:29 GMT 2023","Fri Aug 11 00:43:42 GMT 2023","13262","tests.catalog","test_catalog_page","TestCatalogPage","","","008_positive_cost_plaster_mixtures_smoke",""
"passed","Fri Aug 11 00:42:19 GMT 2023","Fri Aug 11 00:42:19 GMT 2023","202","tests.catalog","test_catalog_page","TestCatalogPage","","","003_positive_pic_stroymateriali_smoke(catalog)",""
"passed","Fri Aug 11 00:38:39 GMT 2023","Fri Aug 11 00:38:39 GMT 2023","74","tests","test_main_page","TestMainPage","","","TC 010 - Проверка функциональности ссылки 'email'",""
"passed","Fri Aug 11 00:45:34 GMT 2023","Fri Aug 11 00:45:35 GMT 2023","1067","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Переход с окна авторизации на страницу восстановления пароля",""
"passed","Fri Aug 11 00:37:07 GMT 2023","Fri Aug 11 00:37:15 GMT 2023","7266","tests","test_main_page","TestMainPage","","","TC 005 - Функционал блока 'Советы от профессионалов ремонта'",""
"passed","Fri Aug 11 00:40:05 GMT 2023","Fri Aug 11 00:40:05 GMT 2023","70","tests","test_main_page","TestMainPage","","","TC 015 - Проверка функциональности ссылки 'telephone number'",""
"passed","Fri Aug 11 00:35:51 GMT 2023","Fri Aug 11 00:35:58 GMT 2023","6316","tests","test_main_page","TestMainPage","","","TC 002 - проверка title на главной странице",""
"passed","Fri Aug 11 00:40:28 GMT 2023","Fri Aug 11 00:40:30 GMT 2023","2042","tests","test_main_page","TestMainPage","","","TC 016 - Проверка функциональности ссылки 'Прайс'",""
"passed","Fri Aug 11 00:45:17 GMT 2023","Fri Aug 11 00:45:19 GMT 2023","1943","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Переход со окна авторизации на главную страницу по клику на логотипе Стройрем",""
"passed","Fri Aug 11 00:37:36 GMT 2023","Fri Aug 11 00:37:36 GMT 2023","127","tests","test_main_page","TestMainPage","","","TC 006 - Проверка функциональности ссылки 'Обратный звонок'",""
"passed","Fri Aug 11 00:42:26 GMT 2023","Fri Aug 11 00:42:26 GMT 2023","206","tests.catalog","test_catalog_page","TestCatalogPage","","","003_positive_pic_stroymateriali_smoke(catalog)",""
"passed","Fri Aug 11 00:37:59 GMT 2023","Fri Aug 11 00:38:01 GMT 2023","1893","tests","test_main_page","TestMainPage","","","TC 007 - Проверка функциональности ссылки 'Строительные советы'",""
"passed","Fri Aug 11 00:44:27 GMT 2023","Fri Aug 11 00:44:49 GMT 2023","22251","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_10000_14999rub_smoke",""
"passed","Fri Aug 11 00:38:45 GMT 2023","Fri Aug 11 00:38:46 GMT 2023","98","tests","test_main_page","TestMainPage","","","TC 010 - Проверка функциональности ссылки 'email'",""
"passed","Fri Aug 11 00:36:52 GMT 2023","Fri Aug 11 00:37:00 GMT 2023","7765","tests","test_main_page","TestMainPage","","","TC 004 - Функционал блока 'Советы от профессионалов ремонта'",""
"passed","Fri Aug 11 00:39:51 GMT 2023","Fri Aug 11 00:39:51 GMT 2023","122","tests","test_main_page","TestMainPage","","","TC 014 - Проверка функциональности ссылки 'Оплатить заказ'",""
"passed","Fri Aug 11 00:37:43 GMT 2023","Fri Aug 11 00:37:43 GMT 2023","113","tests","test_main_page","TestMainPage","","","TC 006 - Проверка функциональности ссылки 'Обратный звонок'",""
"passed","Fri Aug 11 00:37:21 GMT 2023","Fri Aug 11 00:37:29 GMT 2023","7767","tests","test_main_page","TestMainPage","","","TC 005 - Функционал блока 'Советы от профессионалов ремонта'",""
"passed","Fri Aug 11 00:41:06 GMT 2023","Fri Aug 11 00:41:11 GMT 2023","4364","tests","test_main_page","TestMainPage","","","TC 018 - Проверка функциональности ссылки 'Акции'",""
"passed","Fri Aug 11 00:42:58 GMT 2023","Fri Aug 11 00:43:03 GMT 2023","4109","tests.catalog","test_catalog_page","TestCatalogPage","","","007_positive_catalog_first_link_smoke",""
"passed","Fri Aug 11 00:39:29 GMT 2023","Fri Aug 11 00:39:33 GMT 2023","4038","tests","test_main_page","TestMainPage","","","TC 013 - Проверка функциональности ссылки 'Новинки'",""
"skipped","Fri Aug 11 00:45:52 GMT 2023","Fri Aug 11 00:45:55 GMT 2023","3361","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Авторизация с помощью аккаунта OK.ru",""
"passed","Fri Aug 11 00:38:30 GMT 2023","Fri Aug 11 00:38:32 GMT 2023","1543","tests","test_main_page","TestMainPage","","","TC 009 - Проверка функциональности ссылки 'Доставка'",""
"passed","Fri Aug 11 00:40:19 GMT 2023","Fri Aug 11 00:40:21 GMT 2023","2027","tests","test_main_page","TestMainPage","","","TC 016 - Проверка функциональности ссылки 'Прайс'",""
"passed","Fri Aug 11 00:38:52 GMT 2023","Fri Aug 11 00:38:53 GMT 2023","1044","tests","test_main_page","TestMainPage","","","TC 011 - Проверка функциональности ссылки 'Подъем на этаж'",""
"passed","Fri Aug 11 00:35:59 GMT 2023","Fri Aug 11 00:36:05 GMT 2023","6369","tests","test_main_page","TestMainPage","","","TC 002 - проверка title на главной странице",""
"skipped","Fri Aug 11 00:42:41 GMT 2023","Fri Aug 11 00:42:51 GMT 2023","9728","tests.catalog","test_catalog_page","TestCatalogPage","","","004_positive_alfabet_plaster_mixtures_smoke",""
"passed","Fri Aug 11 00:44:50 GMT 2023","Fri Aug 11 00:45:10 GMT 2023","20324","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_10000_14999rub_smoke",""
"passed","Fri Aug 11 00:39:19 GMT 2023","Fri Aug 11 00:39:22 GMT 2023","3097","tests","test_main_page","TestMainPage","","","TC 012 - Проверка функциональности ссылки 'Местоположение'",""
"passed","Fri Aug 11 00:39:08 GMT 2023","Fri Aug 11 00:39:12 GMT 2023","3421","tests","test_main_page","TestMainPage","","","TC 012 - Проверка функциональности ссылки 'Местоположение'",""
"passed","Fri Aug 11 00:38:08 GMT 2023","Fri Aug 11 00:38:09 GMT 2023","146","tests","test_main_page","TestMainPage","","","TC 008 - Проверка функциональности ссылки 'Каталог товаров'",""
"skipped","Fri Aug 11 00:46:12 GMT 2023","Fri Aug 11 00:46:16 GMT 2023","3520","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Авторизация с помощью аккаунта ya.ru",""
"passed","Fri Aug 11 00:38:22 GMT 2023","Fri Aug 11 00:38:23 GMT 2023","1193","tests","test_main_page","TestMainPage","","","TC 009 - Проверка функциональности ссылки 'Доставка'",""
"passed","Fri Aug 11 00:36:12 GMT 2023","Fri Aug 11 00:36:18 GMT 2023","6491","tests","test_main_page","TestMainPage","","","TC 003 - Функционал кнопоки 'Корзина' в шапке главной страницы",""
"passed","Fri Aug 11 00:40:53 GMT 2023","Fri Aug 11 00:40:59 GMT 2023","5920","tests","test_main_page","TestMainPage","","","TC 018 - Проверка функциональности ссылки 'Акции'",""
"passed","Fri Aug 11 00:40:12 GMT 2023","Fri Aug 11 00:40:12 GMT 2023","79","tests","test_main_page","TestMainPage","","","TC 015 - Проверка функциональности ссылки 'telephone number'",""
"passed","Fri Aug 11 00:41:17 GMT 2023","Fri Aug 11 00:41:18 GMT 2023","209","tests.catalog","test_catalog_page","TestCatalogPage","","","001_positive_button_stroymateriali_smoke(catalog)",""
"skipped","Fri Aug 11 00:46:02 GMT 2023","Fri Aug 11 00:46:05 GMT 2023","2601","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Авторизация с помощью аккаунта vk.ru",""
"skipped","Fri Aug 11 00:45:42 GMT 2023","Fri Aug 11 00:45:44 GMT 2023","2015","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Авторизация с помощью аккаунта mail.ru",""
"passed","Fri Aug 11 00:39:40 GMT 2023","Fri Aug 11 00:39:44 GMT 2023","4476","tests","test_main_page","TestMainPage","","","TC 013 - Проверка функциональности ссылки 'Новинки'",""
"passed","Fri Aug 11 00:44:06 GMT 2023","Fri Aug 11 00:44:26 GMT 2023","19998","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_0-49rub_smoke",""
"skipped","Fri Aug 11 00:40:45 GMT 2023","Fri Aug 11 00:40:46 GMT 2023","1386","tests","test_main_page","TestMainPage","","","TC 017 - Проверка функциональности ссылки 'Отзывы'",""
"passed","Fri Aug 11 00:43:43 GMT 2023","Fri Aug 11 00:44:05 GMT 2023","21543","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_0-49rub_smoke",""
"passed","Fri Aug 11 00:37:51 GMT 2023","Fri Aug 11 00:37:53 GMT 2023","1637","tests","test_main_page","TestMainPage","","","TC 007 - Проверка функциональности ссылки 'Строительные советы'",""
"passed","Fri Aug 11 00:38:15 GMT 2023","Fri Aug 11 00:38:15 GMT 2023","154","tests","test_main_page","TestMainPage","","","TC 008 - Проверка функциональности ссылки 'Каталог товаров'",""
"skipped","Fri Aug 11 00:41:41 GMT 2023","Fri Aug 11 00:42:12 GMT 2023","30651","tests.catalog","test_catalog_page","TestCatalogPage","","","002_positive_last_link_of_catalog_smoke",""
"passed","Fri Aug 11 00:39:58 GMT 2023","Fri Aug 11 00:39:58 GMT 2023","118","tests","test_main_page","TestMainPage","","","TC 014 - Проверка функциональности ссылки 'Оплатить заказ'",""
