"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Aug 10 00:50:58 GMT 2023","Thu Aug 10 00:50:59 GMT 2023","1320","tests","test_main_page","TestMainPage","","","TC 017 - Проверка функциональности ссылки 'Отзывы'",""
"passed","Thu Aug 10 00:48:03 GMT 2023","Thu Aug 10 00:48:05 GMT 2023","1821","tests","test_main_page","TestMainPage","","","TC 007 - Проверка функциональности ссылки 'Строительные советы'",""
"passed","Thu Aug 10 00:51:37 GMT 2023","Thu Aug 10 00:51:37 GMT 2023","201","tests.catalog","test_catalog_page","TestCatalogPage","","","001_positive_button_stroymateriali_smoke(catalog)",""
"passed","Thu Aug 10 00:47:18 GMT 2023","Thu Aug 10 00:47:26 GMT 2023","8456","tests","test_main_page","TestMainPage","","","TC 005 - Функционал блока 'Советы от профессионалов ремонта'",""
"passed","Thu Aug 10 00:53:51 GMT 2023","Thu Aug 10 00:54:04 GMT 2023","13254","tests.catalog","test_catalog_page","TestCatalogPage","","","008_positive_cost_plaster_mixtures_smoke",""
"skipped","Thu Aug 10 00:55:18 GMT 2023","Thu Aug 10 00:55:21 GMT 2023","2991","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Авторизация с помощью аккаунта vk.ru",""
"passed","Thu Aug 10 00:51:14 GMT 2023","Thu Aug 10 00:51:19 GMT 2023","4315","tests","test_main_page","TestMainPage","","","TC 018 - Проверка функциональности ссылки 'Акции'",""
"passed","Thu Aug 10 00:54:42 GMT 2023","Thu Aug 10 00:54:42 GMT 2023","228","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Проверка открытия тултипа с кнопками 'Войти' и 'Регистрация' и открытия окна авторизации",""
"passed","Thu Aug 10 00:47:48 GMT 2023","Thu Aug 10 00:47:48 GMT 2023","122","tests","test_main_page","TestMainPage","","","TC 006 - Проверка функциональности ссылки 'Обратный звонок'",""
"passed","Thu Aug 10 00:49:16 GMT 2023","Thu Aug 10 00:49:18 GMT 2023","1714","tests","test_main_page","TestMainPage","","","TC 011 - Проверка функциональности ссылки 'Подъем на этаж'",""
"passed","Thu Aug 10 00:50:24 GMT 2023","Thu Aug 10 00:50:24 GMT 2023","70","tests","test_main_page","TestMainPage","","","TC 015 - Проверка функциональности ссылки 'telephone number'",""
"passed","Thu Aug 10 00:49:35 GMT 2023","Thu Aug 10 00:49:39 GMT 2023","3486","tests","test_main_page","TestMainPage","","","TC 012 - Проверка функциональности ссылки 'Местоположение'",""
"passed","Thu Aug 10 00:52:46 GMT 2023","Thu Aug 10 00:52:46 GMT 2023","209","tests.catalog","test_catalog_page","TestCatalogPage","","","003_positive_pic_stroymateriali_smoke(catalog)",""
"passed","Thu Aug 10 00:54:32 GMT 2023","Thu Aug 10 00:54:34 GMT 2023","1919","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Переход со окна авторизации на главную страницу по клику на логотипе Стройрем",""
"passed","Thu Aug 10 00:49:47 GMT 2023","Thu Aug 10 00:49:51 GMT 2023","4328","tests","test_main_page","TestMainPage","","","TC 013 - Проверка функциональности ссылки 'Новинки'",""
"passed","Thu Aug 10 00:48:12 GMT 2023","Thu Aug 10 00:48:14 GMT 2023","1938","tests","test_main_page","TestMainPage","","","TC 007 - Проверка функциональности ссылки 'Строительные советы'",""
"passed","Thu Aug 10 00:50:17 GMT 2023","Thu Aug 10 00:50:17 GMT 2023","114","tests","test_main_page","TestMainPage","","","TC 014 - Проверка функциональности ссылки 'Оплатить заказ'",""
