"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 12 00:41:31 GMT 2023","Sat Aug 12 00:41:31 GMT 2023","163","tests","test_main_page","TestMainPage","","","TC 014 - Проверка функциональности ссылки 'Оплатить заказ'",""
"passed","Sat Aug 12 00:44:50 GMT 2023","Sat Aug 12 00:44:51 GMT 2023","267","tests.catalog","test_catalog_page","TestCatalogPage","","","003_positive_pic_stroymateriali_smoke(catalog)",""
"passed","Sat Aug 12 00:39:40 GMT 2023","Sat Aug 12 00:39:40 GMT 2023","137","tests","test_main_page","TestMainPage","","","TC 010 - Проверка функциональности ссылки 'email'",""
"passed","Sat Aug 12 00:41:09 GMT 2023","Sat Aug 12 00:41:16 GMT 2023","6769","tests","test_main_page","TestMainPage","","","TC 013 - Проверка функциональности ссылки 'Новинки'",""
"passed","Sat Aug 12 00:36:30 GMT 2023","Sat Aug 12 00:36:37 GMT 2023","6968","tests","test_main_page","TestMainPage","","","TC 003 - Функционал кнопоки 'Корзина' в шапке главной страницы",""
"passed","Sat Aug 12 00:37:31 GMT 2023","Sat Aug 12 00:37:41 GMT 2023","9499","tests","test_main_page","TestMainPage","","","TC 005 - Функционал блока 'Советы от профессионалов ремонта'",""
"passed","Sat Aug 12 00:40:11 GMT 2023","Sat Aug 12 00:40:13 GMT 2023","2045","tests","test_main_page","TestMainPage","","","TC 011 - Проверка функциональности ссылки 'Подъем на этаж'",""
"passed","Sat Aug 12 00:48:59 GMT 2023","Sat Aug 12 00:49:15 GMT 2023","15874","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_3500_4999rub_smoke",""
"passed","Sat Aug 12 00:46:11 GMT 2023","Sat Aug 12 00:46:30 GMT 2023","18806","tests.catalog","test_catalog_page","TestCatalogPage","","","008_positive_cost_plaster_mixtures_smoke",""
"passed","Sat Aug 12 00:42:11 GMT 2023","Sat Aug 12 00:42:14 GMT 2023","2403","tests","test_main_page","TestMainPage","","","TC 016 - Проверка функциональности ссылки 'Прайс'",""
"skipped","Sat Aug 12 00:42:49 GMT 2023","Sat Aug 12 00:42:51 GMT 2023","2142","tests","test_main_page","TestMainPage","","","TC 017 - Проверка функциональности ссылки 'Отзывы'",""
"passed","Sat Aug 12 00:37:09 GMT 2023","Sat Aug 12 00:37:21 GMT 2023","11872","tests","test_main_page","TestMainPage","","","TC 004 - Функционал блока 'Советы от профессионалов ремонта'",""
"skipped","Sat Aug 12 00:50:14 GMT 2023","Sat Aug 12 00:50:19 GMT 2023","4854","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Авторизация с помощью аккаунта OK.ru",""
"passed","Sat Aug 12 00:40:53 GMT 2023","Sat Aug 12 00:40:59 GMT 2023","6125","tests","test_main_page","TestMainPage","","","TC 013 - Проверка функциональности ссылки 'Новинки'",""
"passed","Sat Aug 12 00:39:50 GMT 2023","Sat Aug 12 00:39:50 GMT 2023","153","tests","test_main_page","TestMainPage","","","TC 010 - Проверка функциональности ссылки 'email'",""
"passed","Sat Aug 12 00:35:40 GMT 2023","Sat Aug 12 00:35:50 GMT 2023","10175","tests","test_main_page","TestMainPage","","","TC 002 - проверка title на главной странице",""
"skipped","Sat Aug 12 00:44:10 GMT 2023","Sat Aug 12 00:44:40 GMT 2023","30355","tests.catalog","test_catalog_page","TestCatalogPage","","","002_positive_last_link_of_catalog_smoke",""
"passed","Sat Aug 12 00:46:49 GMT 2023","Sat Aug 12 00:47:05 GMT 2023","15947","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_0-49rub_smoke",""
"passed","Sat Aug 12 00:46:04 GMT 2023","Sat Aug 12 00:46:10 GMT 2023","6678","tests.catalog","test_catalog_page","TestCatalogPage","","","007_positive_catalog_first_link_smoke",""
"passed","Sat Aug 12 00:49:38 GMT 2023","Sat Aug 12 00:49:38 GMT 2023","289","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Проверка открытия тултипа с кнопками 'Войти' и 'Регистрация' и открытия окна авторизации",""
"passed","Sat Aug 12 00:38:11 GMT 2023","Sat Aug 12 00:38:11 GMT 2023","177","tests","test_main_page","TestMainPage","","","TC 006 - Проверка функциональности ссылки 'Обратный звонок'",""
"passed","Sat Aug 12 00:40:38 GMT 2023","Sat Aug 12 00:40:43 GMT 2023","5570","tests","test_main_page","TestMainPage","","","TC 012 - Проверка функциональности ссылки 'Местоположение'",""
"passed","Sat Aug 12 00:39:28 GMT 2023","Sat Aug 12 00:39:30 GMT 2023","1787","tests","test_main_page","TestMainPage","","","TC 009 - Проверка функциональности ссылки 'Доставка'",""
"passed","Sat Aug 12 00:49:48 GMT 2023","Sat Aug 12 00:49:50 GMT 2023","1305","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Переход с окна авторизации на страницу восстановления пароля",""
"passed","Sat Aug 12 00:38:44 GMT 2023","Sat Aug 12 00:38:46 GMT 2023","2358","tests","test_main_page","TestMainPage","","","TC 007 - Проверка функциональности ссылки 'Строительные советы'",""
"passed","Sat Aug 12 00:41:41 GMT 2023","Sat Aug 12 00:41:41 GMT 2023","175","tests","test_main_page","TestMainPage","","","TC 014 - Проверка функциональности ссылки 'Оплатить заказ'",""
"skipped","Sat Aug 12 00:50:45 GMT 2023","Sat Aug 12 00:50:51 GMT 2023","5827","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Авторизация с помощью аккаунта ya.ru",""
"passed","Sat Aug 12 00:47:06 GMT 2023","Sat Aug 12 00:47:22 GMT 2023","15797","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_0-49rub_smoke",""
"passed","Sat Aug 12 00:42:24 GMT 2023","Sat Aug 12 00:42:26 GMT 2023","2455","tests","test_main_page","TestMainPage","","","TC 016 - Проверка функциональности ссылки 'Прайс'",""
"passed","Sat Aug 12 00:49:25 GMT 2023","Sat Aug 12 00:49:28 GMT 2023","2188","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Переход со окна авторизации на главную страницу по клику на логотипе Стройрем",""
"passed","Sat Aug 12 00:43:37 GMT 2023","Sat Aug 12 00:43:37 GMT 2023","286","tests.catalog","test_catalog_page","TestCatalogPage","","","001_positive_button_stroymateriali_smoke(catalog)",""
"passed","Sat Aug 12 00:43:47 GMT 2023","Sat Aug 12 00:43:47 GMT 2023","284","tests.catalog","test_catalog_page","TestCatalogPage","","","001_positive_button_stroymateriali_smoke(catalog)",""
